ID,Name,Genes,Length
31060,regulation of histone methylation,ATRX;AUTS2;BCOR;BRCA1;BRD4;CHTOP;CTCF;CTCFL;CTNNB1;CTR9;DMRTC2;DNMT1;DNMT3B;EED;GATA3;GCG;GFI1;IWS1;JARID2;KDM1A;KDM3A;KDM4C;KDM4D;KMT2A;KMT2B;KMT2E;KPNA7;LMNA;MECP2;MLLT6;MTF2;MTHFR;MYB;NELFE;NSD1;OGT;PAF1;PAX5;PAX7;PAXBP1;PAXIP1;PHF1;PHF19;PIH1D1;PRDM12;PRDM9;PRMT6;PYGO2;RIF1;RNF20;RTF1;SETD7;SIRT1;SMAD4;SMARCB1;SNW1;SUPT6H;TET1;TTLL12;WDR5;WDR61;ZNF304;ZNF335,63
31061,negative regulation of histone methylation,BCOR;BRCA1;DNMT1;DNMT3B;JARID2;KDM1A;KDM3A;KDM4C;KDM4D;MLLT6;MTF2;PAX5;PHF1;PIH1D1;PRMT6;SIRT1;SMARCB1;SUPT6H;WDR5,19
31062,positive regulation of histone methylation,AUTS2;BRCA1;BRD4;CHTOP;CTNNB1;CTR9;DMRTC2;DNMT1;DNMT3B;EED;GCG;JARID2;KMT2A;KMT2E;KPNA7;LMNA;MECP2;MTF2;MYB;NELFE;OGT;PAF1;PAX7;PAXBP1;PAXIP1;PHF1;PHF19;PRDM12;PRDM9;RIF1;RNF20;RTF1;SIRT1;SMAD4;SNW1;TET1;WDR5;WDR61;ZNF304,39
31063,regulation of histone deacetylation,AKAP8;AKAP8L;BCL6;C6orf89;CAMK2D;CTBP1;FOXP3;ING2;JDP2;KDM5A;LRRK2;MAPK8;NIPBL;PINK1;PRKD1;PRKD2;PRMT6;SDR16C5;SKI;SPHK2;SREBF1;TADA3;TP53;UCN;USP17L2;VEGFA;ZBTB7B;ZNHIT1,28
31065,positive regulation of histone deacetylation,AKAP8;AKAP8L;BCL6;C6orf89;CTBP1;ING2;JDP2;LRRK2;NIPBL;PINK1;PRKD1;PRKD2;SDR16C5;SREBF1;TP53;VEGFA;ZBTB7B,17
31069,hair follicle morphogenesis,ATP7A;BCL2;CTNNB1;FGF10;FGF7;FGFR2;FOXE1;FOXQ1;FST;GLI2;GORAB;IGFBP5;INTU;KRT17;KRT25;KRT27;KRT71;NGFR;NOTCH1;SHH;SMO;SNAI1;SOSTDC1;TGFB2;TGM3;TMEM79;TP63;WNT10A,28
31076,embryonic camera-type eye development,ALDH1A2;ALDH1A3;ARID1A;BMP7;FGF10;FOXF2;FRS2;FZD5;HIPK1;HIPK2;IFT122;IFT140;IFT172;IHH;KDM2B;LRP6;NES;PAX2;PAX6;PHACTR4;PPP1R13L;PROX1;RARA;RARG;RDH10;SIX3;SOX11;SP3;STRA6;TBX2;TFAP2A;TH;TRAF3IP1;TULP3;TWIST1;WDR19;WNT16;WNT5A;ZEB1,39
31098,stress-activated protein kinase signaling cascade,ADORA2B;AGT;AKR1B1;ARHGEF6;BIRC7;BTRC;CASR;CCDC88C;CCL19;CCM2;CD40LG;CDC42EP5;CHUK;CRKL;CRYAB;CUL1;DAB2IP;DAXX;DBNL;DUSP9;ERCC6;ERN1;ERN2;FBXW11;GFRAL;GPS1;GPS2;IKBKB;IKBKG;IRAK1;IRAK2;IRAK4;KAT7;LGALS9;MAP2K1;MAP2K2;MAP2K3;MAP2K4;MAP2K5;MAP2K6;MAP2K7;MAP3K1;MAP3K10;MAP3K11;MAP3K12;MAP3K13;MAP3K19;MAP3K2;MAP3K3;MAP3K4;MAP3K5;MAP3K6;MAP3K7;MAP3K8;MAP3K9;MAP4K1;MAP4K2;MAP4K3;MAP4K4;MAP4K5;MAPK1;MAPK10;MAPK11;MAPK13;MAPK14;MAPK3;MAPK8;MAPK8IP1;MAPK8IP2;MAPK8IP3;MAPK9;MAPKAPK2;MDFIC;MINK1;MUL1;NEK1;NEK4;NFKB1;NOD1;NOD2;NPHS1;NRK;OXSR1;PAK1;PAK2;PAK3;PAK4;PAK6;PKN1;PTGER4;PTPN1;RHOA;RIPK1;RIPK2;ROR2;RPS27A;SBK2;SH2D3A;SH2D3C;SKP1;SLK;SPAG9;STK10;STK24;STK25;STK3;STK39;STK4;STRADA;STRADB;SYK;TAB1;TAB2;TAB3;TAOK1;TAOK2;TAOK3;TF;TNF;TNFRSF19;TNFSF11;TNIK;TNIP2;TRAF6;TRIB1;UBA52;UBB;UBC;UBE2N;UBE2V1;WNT5A;WNT7B;ZFP36;ZFP36L1,134
31100,animal organ regeneration,ADM;ANGPT2;ANXA3;APOA1;APOA2;ATIC;AURKA;AXL;BAAT;BAK1;C5AR1;CAD;CCNA2;CCND1;CDK1;CDK4;CDKN1A;CEBPB;CLDN1;CPB2;CSNK2A2;CSNK2B;CXCL12;EGFR;EZH2;F7;FLT3;FPGS;GAS6;GLI1;GLI3;GSTP1;HAMP;HFE;HGF;HMOX1;IGF2R;IHH;IL10;LCP1;LPIN1;MED1;NNMT;NOTCH1;NR0B2;NR4A3;PCNA;PDX1;PFKFB1;PGF;PKM;PNPT1;PPARG;PPAT;PRMT5;PTCH1;PTPN3;PTPRU;RAP1A;REG1A;RGN;RPL10;RPL30;SRSF5;SULF2;TGFBR2;TGFBR3;TYMS;UGT1A1;UPF2;VTN;WDR35;WNT1,73
31102,neuron projection regeneration,ADM;APOA1;APOD;BCL2;CTNNA1;DAG1;DHFR;FOLR1;GAP43;ISL1;JAK2;JAM3;JUN;LAMB2;MAG;MAP1B;MAPK8IP3;MATN2;MTR;NREP;OMG;PTN;PTPRF;RTN4RL1;RTN4RL2;TNC;TSPO;ULK1,28
31103,axon regeneration,APOA1;APOD;BCL2;CTNNA1;DAG1;DHFR;FOLR1;GAP43;ISL1;JAK2;JAM3;JUN;LAMB2;MAG;MAP1B;MAPK8IP3;MTR;NREP;RTN4RL1;RTN4RL2;TNC;TSPO,22
31109,microtubule polymerization or depolymerization,AKAP9;CCSAP;CENPJ;CEP192;CKAP5;CLASP1;CLASP2;CRYAB;CSNK1D;FBXO5;FGF13;GOLGA2;KATNB1;KIF14;KIF18A;KIF18B;KIF19;KIF24;KIF2A;KIF2B;KIF2C;MAP7D3;MAPRE1;MAPT;MZT1;NCKAP5;NCKAP5L;NDE1;NDEL1;NIN;PIN1;RANBP9;SLAIN2;STMN1;STMN2;STMN3;STMN4;STMND1;TPPP;TPPP2;TPPP3;TPX2;TRPV4;TUBG1;TUBG2;TUBGCP2;TUBGCP3;TUBGCP4;TUBGCP5;TUBGCP6;ZNF207,51
31110,regulation of microtubule polymerization or depolymerization,ABL1;AKAP9;ANKRD53;APC;APC2;ARHGEF2;ARL2;ATXN7;CAMSAP1;CAMSAP2;CAMSAP3;CAV3;CDH5;CDK5R1;CDK5RAP2;CDKN1B;CIB1;CKAP2;CKAP5;CLASP1;CLASP2;CLIP1;CLIP3;DCTN1;DRG1;DYRK1A;EML2;FES;FGF13;FKBP4;GAS2L1;GAS2L2;GBA2;HDAC6;HSPA1A;HSPA1B;INPP5J;KATNB1;MAP1A;MAP1B;MAP1S;MAP2;MAP6D1;MAPRE1;MAPRE2;MAPRE3;MAPT;MECP2;MET;MID1;MID1IP1;NAV3;NIN;NUMA1;OCLN;PAK1;PSRC1;RAC1;RANGRF;RPS3;SKA1;SKA2;SKA3;SLAIN2;SLC39A12;SNCA;SPAST;SPEF1;STMN1;STMN2;STMN3;STMN4;STMND1;TAOK1;TBCD;TPX2;TRIM54;TRPV4;TTBK2;TUBB4A,80
31111,negative regulation of microtubule polymerization or depolymerization,APC;APC2;ARHGEF2;ATXN7;CAMSAP1;CAMSAP2;CAMSAP3;CDH5;CIB1;CKAP2;CLASP1;CLASP2;CLIP3;DYRK1A;EML2;FGF13;FKBP4;HDAC6;INPP5J;KATNB1;MAP1B;MAP2;MAP6D1;MAPRE1;MID1;MID1IP1;NAV3;SNCA;SPEF1;STMN1;STMN2;TAOK1;TBCD;TPX2;TRIM54;TTBK2;TUBB4A,37
31113,regulation of microtubule polymerization,ABL1;AKAP9;ANKRD53;ARL2;CAMSAP1;CAMSAP2;CAMSAP3;CAV3;CDH5;CDK5R1;CDK5RAP2;CDKN1B;CKAP5;CLASP1;CLIP1;CLIP3;DCTN1;DRG1;DYRK1A;EML2;FES;FKBP4;GBA2;HSPA1A;HSPA1B;INPP5J;MAP1B;MAP2;MAPRE1;MAPRE3;MAPT;MECP2;MET;NAV3;NIN;NUMA1;OCLN;PAK1;PSRC1;RAC1;RANGRF;RPS3;SLAIN2;SLC39A12;SNCA;STMN1;STMN2;TBCD;TUBB4A,49
31114,regulation of microtubule depolymerization,APC;APC2;ARHGEF2;ATXN7;CAMSAP1;CAMSAP2;CAMSAP3;CIB1;CKAP2;CLASP1;CLASP2;FGF13;HDAC6;KATNB1;MAP1A;MAP1B;MAP1S;MAP6D1;MID1;MID1IP1;NAV3;SPAST;SPEF1;STMN2;TAOK1;TPX2;TRIM54;TRPV4;TTBK2,29
31115,negative regulation of microtubule polymerization,CDH5;CLIP3;DYRK1A;EML2;FKBP4;INPP5J;MAP2;MAPRE1;SNCA;STMN1;STMN2;TBCD;TUBB4A,13
31116,positive regulation of microtubule polymerization,AKAP9;ANKRD53;ARL2;CAV3;CDK5R1;CDK5RAP2;CDKN1B;CKAP5;CLASP1;CLIP1;DCTN1;DRG1;FES;HSPA1A;HSPA1B;MAP1B;MAPRE1;MAPT;MECP2;MET;NAV3;NIN;NUMA1;OCLN;PAK1;PSRC1;RAC1;RPS3;SLAIN2,29
31122,cytoplasmic microtubule organization,CAMSAP1;CAMSAP2;CAMSAP3;CAV3;CCDC13;CCDC88A;CCDC88B;CCDC88C;CENPJ;CEP120;CHP1;CIB1;CLASP1;CLIP1;CLIP2;CLIP3;CLIP4;CRIPT;DCTN1;DLG1;DST;DVL1;DYNC1H1;EZR;FIGN;FIGNL1;FSD1;HOOK1;HOOK2;HOOK3;IFT172;KATNA1;KATNAL1;KATNAL2;KIF19;KPNB1;LIMK2;MAP10;MAPT;NUMA1;PAFAH1B1;PCM1;PLK3;RAB11A;SLAIN2;SLK;SPAST;STMN3;TBCB;TPPP;TRDN;TRPV4;TUBG1;TUBG2;TUBGCP2;TUBGCP3;TUBGCP4;TUBGCP5;TUBGCP6;WDR73,60
31123,RNA 3'-end processing,AHCYL1;ALYREF;APP;CASC3;CDC40;CDC73;CHTOP;CLP1;CPSF1;CPSF2;CPSF3;CPSF4;CPSF4L;CPSF6;CPSF7;CSTF1;CSTF2;CSTF2T;CSTF3;CT45A5;DDX39A;DDX39B;DHX38;DKC1;EIF4A3;ELAC1;ELAC2;ERI1;ERI3;EXOSC10;EXOSC2;EXOSC3;EXOSC4;EXOSC5;EXOSC6;EXOSC7;EXOSC8;EXOSC9;FBL;FBLL1;FIP1L1;GRSF1;HSD17B10;INTS1;INTS12;INTS2;INTS5;INTS6;INTS7;INTS8;LEO1;LIN28A;LIN28B;LSM11;MAGOH;MAGOHB;MTPAP;NCBP1;NCBP2;NUDT21;PABPC1;PABPC1L;PABPN1;PAF1;PAPOLA;PAPOLB;PAPOLG;PARN;PCF11;PNPT1;POLDIP3;POLR2D;POLR3K;PTCD1;RBM8A;RNPS1;RPRD1A;RPRD1B;RPRD2;RPS21;SAGE1;SARNP;SCAF8;SLBP;SLU7;SRRM1;SRSF1;SRSF11;SRSF2;SRSF3;SRSF4;SRSF5;SRSF6;SRSF7;SRSF9;SSB;SSU72;SUPV3L1;SYMPK;THOC1;THOC2;THOC3;THOC5;THOC6;THOC7;TOE1;TRMT10C;TRNT1;TUT1;U2AF1;U2AF1L4;U2AF2;UPF3B;USB1;WDR33;ZC3H11A;ZC3H3;ZNF473,118
31124,mRNA 3'-end processing,AHCYL1;ALYREF;APP;CASC3;CDC40;CDC73;CHTOP;CLP1;CPSF1;CPSF2;CPSF3;CPSF4;CPSF4L;CPSF6;CPSF7;CSTF1;CSTF2;CSTF2T;CSTF3;DDX39A;DDX39B;DHX38;EIF4A3;FIP1L1;GRSF1;LEO1;LSM11;MAGOH;MAGOHB;MTPAP;NCBP1;NCBP2;NUDT21;PABPC1;PABPC1L;PABPN1;PAF1;PAPOLA;PAPOLB;PAPOLG;PCF11;PNPT1;POLDIP3;POLR2D;RBM8A;RNPS1;RPRD1A;RPRD1B;RPRD2;SARNP;SCAF8;SLBP;SLU7;SRRM1;SRSF1;SRSF11;SRSF2;SRSF3;SRSF4;SRSF5;SRSF6;SRSF7;SRSF9;SSU72;SYMPK;THOC1;THOC2;THOC3;THOC5;THOC6;THOC7;TUT1;U2AF1;U2AF1L4;U2AF2;UPF3B;WDR33;ZC3H11A;ZC3H3;ZNF473,80
31128,developmental induction,BMP2;BMP4;CTNNB1;FGF1;FGF10;FGF8;FGFR1;FRS2;FZD5;GDNF;HIPK1;HIPK2;HOXA11;HOXC11;NKX2-1;SALL1;SIX1;SIX3;SOX8;SOX9;SPRY1;WNT1;WNT2;WNT2B;WNT3;WNT4,26
31145,anaphase-promoting complex-dependent catabolic process,ANAPC1;ANAPC10;ANAPC11;ANAPC15;ANAPC16;ANAPC2;ANAPC4;ANAPC5;ANAPC7;AURKA;AURKB;BUB1B;BUB3;CCNB1;CDC16;CDC20;CDC20B;CDC23;CDC26;CDC27;CDK1;CDK2;CUL3;FBXO31;FBXO5;FZR1;MAD2L1;PLK1;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMA6;PSMA7;PSMA8;PSMB1;PSMB10;PSMB11;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMB8;PSMB9;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD10;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD5;PSMD6;PSMD7;PSMD8;PSMD9;PSME1;PSME2;PSME3;PSME4;PSMF1;PTTG1;RPS27A;UBA52;UBB;UBC;UBE2C;UBE2D1;UBE2E1;UBE2S,81
31146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,AMN1;BTRC;CCNF;CUL1;CUL2;CUL4A;CUL4B;CUL5;FBXL12;FBXL13;FBXL14;FBXL15;FBXL16;FBXL17;FBXL18;FBXL2;FBXL20;FBXL22;FBXL3;FBXL4;FBXL5;FBXL6;FBXL7;FBXL8;FBXO17;FBXO2;FBXO27;FBXO31;FBXO33;FBXO38;FBXO39;FBXO4;FBXO44;FBXO48;FBXO6;FBXO9;FBXW11;FBXW4;FBXW5;FBXW7;KIF14;LRRC29;NCCRP1;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMA6;PSMA7;PSMA8;PSMB1;PSMB10;PSMB11;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMB8;PSMB9;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD10;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD5;PSMD6;PSMD7;PSMD8;PSMD9;PSME1;PSME2;PSME3;PSME4;PSMF1;RBX1;SKP1;SKP2;WWTR1,91
31167,rRNA methylation,DIMT1;FBL;FBLL1;FDXACB1;FTSJ3;METTL15;METTL16;METTL5;MRM1;MTERF4;NOP2;NSUN3;NSUN4;NSUN5;RRNAD1;TFB1M;TFB2M;TRMT112;TRMT61B;ZCCHC4,20
31214,biomineral tissue development,ALOX15;ALPL;AMBN;AMELX;AMELY;AMTN;ANO6;ASGR2;ASPN;AXIN2;BGLAP;BMP2;CEMP1;CER1;CLEC3B;CNNM4;COL1A1;COL1A2;COMP;CYP27B1;DDR2;DMP1;DSPP;ECM1;EIF2AK3;ENAM;ENPP1;ERCC2;FAM20A;FAM20C;FAM83H;FBXL15;FGFR2;FGFR3;FGR;FOXO1;GPC3;GPNMB;HTN1;HTN3;IBSP;IFITM5;IFT80;IGF1;ITGB1BP1;KLF10;KLK4;LEP;LGR4;LOX;MEPE;MINPP1;MMP13;MSX2;OC90;ODAM;OTOL1;OTOP1;PHEX;PHOSPHO1;PKDCC;PPARA;PTGS2;PTH1R;PTHLH;PTN;ROR2;RSPO2;SBDS;SBNO2;SLC20A1;SLC24A3;SMPD3;SNX10;SPP1;SRGN;STATH;STIM1;TBX1;TCIRG1;TFIP11;TMEM119;TMEM38B;TSPEAR;TUFT1;WDR72;WNT11;ZBTB40;ZMPSTE24,89
31223,auditory behavior,CNTNAP2;DRD2;FOXP2;HTT;NEUROG1;NRXN1;NRXN2;SHANK3;SLC1A3;SLITRK6;STRA6;TIFAB,12
31274,positive regulation of pseudopodium assembly,APC;C15orf62;CCL21;CCR7;CDC42;CDC42EP1;CDC42EP2;CDC42EP3;CDC42EP4;CDC42EP5;F2RL1;KIT,12
31279,regulation of cyclase activity,ADORA2B;AKAP5;AKAP9;CACNA1C;CACNA1D;CAP1;CAP2;CCR2;CRHR1;DRD2;DRD3;DRD5;EDNRB;GABBR2;GALR1;GALR2;GALR3;GNAI2;GNAI3;GPR87;GRM2;GRM3;GRM7;GUCA1A;GUCA1B;GUCA1C;GUCA2A;GUCA2B;HPCA;LTB4R2;MAPK14;MAPK3;MAPK8;NF1;NOS1;NOS2;NOS3;NPFFR2;NPR3;ORAI1;P2RY13;PALM;PDZD3;RCVRN;RD3;STIM1;TIMP2,47
31281,positive regulation of cyclase activity,ADORA2B;AKAP5;CACNA1C;CACNA1D;DRD5;GUCA1A;GUCA1B;GUCA1C;GUCA2A;GUCA2B;HPCA;MAPK14;MAPK3;MAPK8;NF1;NOS1;NOS2;NOS3;ORAI1;RCVRN;STIM1;TIMP2,22
31284,positive regulation of guanylate cyclase activity,ADORA2B;GUCA1A;GUCA1B;GUCA1C;GUCA2A;GUCA2B;NOS1;NOS2;NOS3;RCVRN,10
31290,retinal ganglion cell axon guidance,ALCAM;BMPR1B;EFNA5;EPHA7;EPHB1;EPHB2;EPHB3;ISL1;ISL2;NRCAM;NRP1;POU4F2;POU4F3;PTPRM;ROBO2;SEMA4F;SLIT1;SLIT2,18
31293,membrane protein intracellular domain proteolysis,ADAM10;ADAM17;APH1A;APH1B;HM13;MBTPS1;MBTPS2;NCSTN;NFKB1;NGFR;PSEN1;PSEN2;PSENEN;RELA;RHBDD1;SPPL2A;SPPL2C;TGFB1;TRAF6,19
31295,T cell costimulation,AKT1;BTLA;CARD11;CAV1;CCL19;CCL21;CD160;CD274;CD28;CD3E;CD40LG;CD5;CD80;CD81;CD86;CDC42;CSK;CTLA4;DPP4;EFNB1;EFNB2;EFNB3;FYN;GRAP2;GRB2;HHLA2;ICOS;ICOSLG;KLRK1;LCK;LGALS1;LYN;MAP3K8;PAK1;PAK2;PAK3;PDCD1;PDCD1LG2;PDPK1;PIK3CA;PIK3R1;PTPN11;PTPN6;RAC1;SRC;TMIGD2;TNFRSF13C;TNFRSF14;TNFSF13B;TNFSF14;VAV1;YES1,52
31297,replication fork processing,ALYREF;ATRX;BLM;BOD1L1;BRCA2;CDK9;DDX11;DNA2;EME1;EME2;ETAA1;EXD2;FANCM;GEN1;MMS22L;NUCKS1;PCNA;PRIMPOL;RAD51;RFWD3;RTEL1;SAMHD1;SETMAR;SMARCAL1;THOC1;TONSL;WRN;ZRANB3,28
31333,negative regulation of protein-containing complex assembly,ADD1;ADD2;ADD3;AIDA;ANKRD27;ARFGEF1;ARHGEF2;AVIL;BBS4;BIRC2;CAPG;CAPZA1;CAPZA2;CAPZA3;CAPZB;CDC42;CDH5;CLDN7;CLIP3;CLU;CPTP;CRBN;CRYAB;CTNNBIP1;DACT1;DDX3X;DKK1;DMTN;DNAJC15;DYRK1A;EIF4EBP1;EML2;EP300;EPS8;FAM49B;FHOD3;FKBP4;GBA;GSK3B;GSN;HDAC6;HIP1R;HMGB1;HSF1;HSPA5;IAPP;IMPACT;INPP5J;ISL1;JAM3;KANK1;KANK3;KANK4;KIF14;LCMT1;LDLRAD4;LMO4;LMOD1;LMOD2;LMOD3;MAP2;MAPRE1;MEFV;MKKS;MYADM;OPRD1;PARK7;PEX5;PFN1;PFN2;PFN4;PMEPA1;PPM1A;PRKCD;PRKCZ;PRRT2;PTGER4;PYDC1;PYDC2;RAF1;RDX;RIOK3;RPL13A;SCIN;SIRT2;SLIT2;SMAD6;SNCA;SORL1;SOST;SPTA1;SPTAN1;SPTB;SPTBN1;SPTBN2;SPTBN4;SPTBN5;SRC;SSH1;SSH2;SSH3;STMN1;STMN2;STXBP1;SVIP;TBCD;TBX20;TFIP11;THRA;TMC8;TMOD1;TMOD2;TMOD3;TMOD4;TMSB10;TMSB4X;TMSB4Y;TRAF3IP1;TRIM9;TRIOBP;TUBB4A;TWF1;TWF2;ULK1;VDAC2;VIL1;VILL;VPS35,128
31334,positive regulation of protein-containing complex assembly,ABCA1;ABI2;ACTR2;ACTR3;ACTR3B;ACTR3C;AJUBA;AKAP9;ALOX15;ANKRD53;ARF6;ARHGEF5;ARL2;ARPC1A;ARPC1B;ARPC2;ARPC3;ARPC4;ARPC5;ARPC5L;ASAP1;ATAT1;ATM;ATR;BAG4;BAIAP2;BAIAP2L1;BAIAP2L2;BAK1;BAX;BCL2L11;BID;BIK;BIN1;BMF;BRK1;C15orf62;CAND1;CAPG;CAV3;CCK;CCL11;CCL21;CCL24;CCL26;CCR7;CD36;CDC42EP1;CDC42EP2;CDC42EP3;CDC42EP4;CDC42EP5;CDH17;CDH5;CDK5R1;CDK5RAP2;CDKN1B;CDT1;CHD1L;CKAP5;CLASP1;CLEC7A;CLIP1;CLU;CRBN;CREB1;CSF2;CSF3;CTTN;CUL4A;CUL4B;CXCL13;CYFIP1;DAB2IP;DCTN1;DDB1;DDB2;DDX3X;DHX33;DLG1;DRG1;EIF4G1;ERCC1;ERCC2;ERCC3;ERCC4;ERCC5;ESR1;EVL;FAF1;FCHSD1;FCHSD2;FER;FES;FMN1;FNIP1;FNIP2;FSCN1;GBP5;GNL3L;GRB2;GSK3B;GSN;GTF2H1;GTF2H2;GTF2H3;GTF2H4;GTF2H5;HCK;HIP1R;HRK;HSP90AA1;HSPA1A;HSPA1B;ICAM1;ICE1;IFNG;IL5;IQGAP2;JMY;LCP1;LGALS3;LMOD1;LMOD2;LMOD3;MAGEL2;MAP1B;MAPK9;MAPRE1;MAPT;MECP2;MED25;MET;MLST8;MMP1;MMP3;MPP7;MSN;MTOR;MYO1C;NAV3;NCK1;NCK2;NCKAP1;NCKAP1L;NIN;NPHS1;NR1H2;NRG1;NUMA1;OCLN;P2RY12;PAK1;PARK7;PARP1;PFN1;PFN2;PIEZO1;PIH1D1;PINK1;PLEK;PPP2R5B;PRKCE;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSRC1;PTK2B;PYCARD;RAC1;RAP1B;RASIP1;RBX1;RHOA;RHOC;RICTOR;RPA1;RPA2;RPA3;RPS3;SCIN;SH3GLB1;SKAP1;SLAIN2;SNCA;SNX9;SPIDR;SPIRE1;SPIRE2;SRC;STUB1;SUMO1;SYK;TAL1;TCL1A;TENM1;TERF1;TFRC;TGFB1;TIGD5;TIRAP;TLR4;TLR6;TNF;TP53;TPPP;TPPP2;TPPP3;TRABD2A;TRABD2B;TRIM27;TTBK1;UNC13B;USP50;VASP;VCP;VEGFA;VIL1;WAS;WASF1;WASF2;WASF3;WASL;WHAMM;WIPF1;WIPF2;WIPF3;WNT10B;XPA;ZDHHC1,232
31338,regulation of vesicle fusion,AKT2;ANKRD27;ANXA1;ANXA2;C2CD5;CORO1A;CPLX1;CPLX2;CPLX3;DOC2B;GRIK5;KIF5B;PRRT2;RAB3A;SNCA;SPHK1;STXBP1;STXBP6;SYT1;SYT4;SYT7;SYT9;TBC1D4;TRIM9;VAMP1;VPS16;VPS18;VPS41,28
31340,positive regulation of vesicle fusion,AKT2;ANXA1;ANXA2;C2CD5;DOC2B;KIF5B;PRRT2;SNCA;SYT1;SYT7;SYT9,11
31345,negative regulation of cell projection organization,ADCY6;APOE;ARF6;ARHGAP24;ARHGAP4;ARHGAP44;ARHGDIA;ARPIN;ASAP1;B2M;BAG5;BCL11A;CAPZB;CARM1;CBFA2T2;CCL21;CCP110;CD38;CDK10;CDK5;CDK5R1;CDKL3;CEP97;CERS2;CIB1;CRMP1;CTSZ;DAB1;DCC;DENND5A;DGUOK;DKK1;DNM2;DNM3;DPYSL3;DRAXIN;EFNA1;EFNB2;EFNB3;EPHA4;EPHA7;EPHB2;EVI5L;EVL;FGF13;FKBP4;FSTL4;FYN;GAK;GDI1;GFI1;GORASP1;GRIN2B;GSK3A;HDAC2;HRG;ID1;IFRD1;INPP5F;INPP5J;ITGA3;ITM2C;KANK1;KIAA0319;KLK8;KREMEN1;LGALS1;LINGO1;LPAR1;LRIG2;LRP1;LRP4;LRRK2;MAG;MAK;MAP2;MAP4;MCF2;MDM2;MT3;MYLIP;NFATC4;NGEF;NGFR;NLGN1;NLGN3;NR2F1;NRP1;NTN1;ODF2L;OMG;OSTN;PAFAH1B1;PAQR3;PFN2;PLK2;PLXNA3;PLXNB3;PMP22;PPP3CA;PRKCD;PRNP;PSEN1;PTEN;PTK2;PTPN9;PTPRG;PTPRO;PTPRS;RAB29;RAP1GAP;RAP1GAP2;RAPGEF2;RGMA;RHOA;RIT2;RNF6;RTN4;RTN4R;RTN4RL1;RTN4RL2;RUFY3;SEMA3A;SEMA3C;SEMA3D;SEMA3E;SEMA3F;SEMA3G;SEMA4A;SEMA4B;SEMA4C;SEMA4D;SEMA4F;SEMA4G;SEMA5A;SEMA6A;SEMA6B;SEMA6C;SEMA6D;SEMA7A;SLIT2;SNAPIN;SPOCK1;SPP1;SPRY2;STAP1;STMN2;STX1B;SYNGAP1;TACSTD2;TBC1D30;TBC1D7;TBX6;TCHP;THOC2;THY1;TLX2;TNR;TRAK2;TRIM46;TRPC5;TRPC6;TRPV4;TSC1;UBE3A;ULK2;VIM;WNT3;WNT3A;WNT5A;YWHAH;ZNF296;ZNF365,173
31365,N-terminal protein amino acid modification,AANAT;CREBBP;EP300;KAT2B;MAP6D1;METAP1;METAP1D;METAP2;METTL11B;NAA10;NAA11;NAA15;NAA16;NAA20;NAA25;NAA30;NAA35;NAA40;NAA50;NAA60;NMT1;NMT2;NTMT1;PDF;PPM1A;PPM1B,26
