"","ID","Name","Genes","Length"
"1635",5293,"ETS2-SMARCA4-INI1 complex","ETS2;SMARCA4;SMARCB1",3
"1636",5317,"LATS1-HTRA2-BIRC4 complex","HTRA2;LATS1;XIAP",3
"1637",5318,"DDEF1-CTTN-PXN complex","PXN;CTTN;ASAP1",3
"1638",5319,"CDH1-CKS1B complex","CDH1;CKS1B",2
"1639",5320,"CDH1-SKP2 complex","CDH1;SKP2",2
"1640",5331,"YY1-MDM2-p53 complex","TP53;YY1;MDM2",3
"1641",5337,"ELMO1-DOCK1 complex","DOCK1;ELMO1",2
"1642",5341,"ELMO1-DOCK2 complex","ELMO1;DOCK2",2
"1643",5342,"ELMO1-DOCK1-RAC1 complex","RAC1;DOCK1;ELMO1",3
"1644",5343,"ELMO1-DOCK1-CRKII complex","CRK;DOCK1;ELMO1",3
"1645",5360,"AGO2-FXR1-TNF(alpha)ARE-RNP complex","FXR1;AGO2",2
"1646",5361,"Cell division cycle complex (CDC27, CDC16, ANAPC7)","CDC27;CDC16;ANAPC7",3
"1647",5363,"Actin-ribonucleoprotein complex (POLR2A, GTF2F1, HNRNPU)","POLR2A;GTF2F1;HNRNPU",3
"1648",5367,"THRB-RXRB complex","THRB;RXRB",2
"1649",5369,"ATM homodimer complex","ATM",1
"1650",5370,"ERAP1-ERAP2 complex","ERAP2;ERAP1",2
"1651",5371,"Grancalcin-sorcin complex","GCA;SRI",2
"1652",5372,"Sorcin homodimer complex","SRI",1
"1653",5373,"Chromatin remodeling complex (TACC2, TACC3, PCAF)","TACC2;KAT2B;TACC3",3
"1654",5375,"EGR-EP300 complex","EGR1;EP300",2
"1655",5377,"RNA-induced silencing complex, RISC","TARBP2;AGO2;DICER1",3
"1656",5378,"TRBP containing complex (DICER, TRBP, AGO2, RPL7A, EIF6, MOV10)","EIF6;RPL7A;TARBP2;MOV10;AGO2;DICER1",6
"1657",5380,"TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)","RPLP1;RPLP2;RPL35A;RPL7;RPL13;RPL12;RPL21;RPL28;RPL34;RPL14;EIF6;RPL15;RPL27;RPL37A;RPL7A;RPL30;RPL10A;RPL32;RPL11;RPL19;RPL18A;MOV10;RSL24D1;DICER1;RPL36",25
"1658",5381,"RNA-induced silencing complex, RISC","TARBP2;AGO2;DICER1",3
"1659",5382,"ARNT-HIF1A complex","ARNT;HIF1A",2
"1660",5383,"TRIB3-DDIT3 complex","DDIT3;TRIB3",2
"1661",5384,"RAG1-RAG2 tetramer complex","RAG1;RAG2",2
"1662",5385,"GAIT complex","SYNCRIP;GAPDH;EPRS;RPL13A",4
"1663",5386,"MLL1-WDR5 complex","TAF4;MGAM;E2F6;TAF1;HSPA4;TAF6;HCFC1;WDR5;KMT2A;KDM6B;TAF7;TAF9;INO80C;KANSL1;BAP18;PELP1;PRPF31;MCRS1;RNF2;PHF20;SENP3;KAT8;CHD8;TEX10;ASH2L;RUVBL1;LAS1L",27
"1664",5388,"SERPINA1-ELA2 complex","SERPINA1;ELANE",2
"1665",5389,"SERPINA3-CTSG complex","SERPINA3;CTSG",2
"1666",5391,"SERPINA1-CTSG complex","SERPINA1;CTSG",2
"1667",5400,"BRCC complex","BRCA1;BRCC3;BRCA2;RAD51;BRE",5
"1668",5401,"PLEKHM2-KIF5B complex","KIF5B;PLEKHM2",2
"1669",5407,"NGF-TrkA complex","NGF;NTRK1",2
"1670",5408,"Neurotrophin-3-p75 complex","NGFR;NTF3",2
"1671",5409,"TIAM1-GRIN1 complex","GRIN1;TIAM1",2
"1672",5411,"HTR1D-S1PR1 complex","S1PR1;HTR1D",2
"1673",5412,"HTR1D  homodimer complex","HTR1D",1
"1674",5414,"HTR1A-HTR1D complex","HTR1A;HTR1D",2
"1675",5415,"HTR1B homodimer complex","HTR1B",1
"1676",5416,"HTR1A-HTR1B complex","HTR1A;HTR1B",2
"1677",5417,"HTR1D-HTR1B complex","HTR1D;HTR1B",2
"1678",5418,"GABBR2-HTR1A complex","GABBR2;HTR1A",2
"1679",5419,"HTR1A-GPR26 complex","HTR1A;GPR26",2
"1680",5420,"HTR1A-EDG3 complex","HTR1A;S1PR3",2
"1681",5421,"HTR1A homodimer complex","HTR1A",1
"1682",5422,"HTR1A-S1PR1 complex","HTR1A;S1PR1",2
"1683",5423,"HSP70-BAG5-PARK2 complex","PARK2;HSPA1A;HSPA4;BAG5",4
"1684",5424,"NGF-p75 complex","NGF;NGFR",2
"1685",5426,"ANCO1-HDAC3  complex","HDAC3;ANKRD11",2
"1686",5432,"Sororin-cohesin complex","RAD21;SMC1A;PDS5A;CDCA5;PDS5B;SMC3",6
"1687",5441,"NRG1-IKZF4 complex","NRG1;IKZF4",2
"1688",5442,"EPOR receptor complex","EPOR",1
"1689",5444,"CRKII-C3G complex","CRK;RAPGEF1",2
"1690",5446,"EPO-EPOR complex","EPO;EPOR",2
"1691",5449,"Splicing-associated factors complex","DEK;RNPS1;ALYREF;SRRM1;RBM8A",5
"1692",5450,"Mediator complex","MED19;MED7;MED14;OPA1;MED24;MED6;MED26;MED21;MED22;MED1;MED27;MED13L;MED25;MED8;MED30;MED15;MED10;MED18;MED20;MED4;MED17;MED29;MED11;MED13;MED23;MED16;MED31",27
"1693",5451,"MED18-MED20-MED29 mediator subcomplex","MED18;MED20;MED29",3
"1694",5460,"p50-p65 NF(kappa)B complex","NFKB1;RELA",2
"1695",5461,"p50-p65 NF(kappa)B-SRC1 complex","NFKB1;RELA;NCOA1",3
"1696",5464,"IKBA-p50-p65 Nf(kappa)B complex","NFKB1;NFKBIA;RELA",3
"1697",5465,"IKB(epsilon)-RELA-cREL complex","NFKBIE;RELA;REL",3
"1698",5466,"IKB(beta)-RELA-cREL complex","RELA;REL;NFKBIB",3
"1699",5467,"IKB(alpha)-RELA-cREL complex","NFKBIA;RELA;REL",3
"1700",5473,"DISC complex (FAS, FADD, CASP8)","FAS;FADD;CASP8",3
"1701",5475,"MURR1-NF(kappa)Bp65-IKBA complex","NFKBIA;RELA;COMMD1",3
"1702",5492,"IKBA-p50-p65 Nf(kappa)B complex","NFKB1;NFKBIA;RELA",3
"1703",5495,"CIA targeting (MIP18, CIAO1, MMS19) complex","CIAO1;MMS19;FAM96B",3
"1704",5498,"ILK-PARVB-ARHGEF6 complex","ILK;ARHGEF6;PARVB",3
"1705",5499,"PARVB-ARHGEF6 complex","ARHGEF6;PARVB",2
"1706",5502,"EED-EZH-YY1 polycomb complex","EED;YY1;EZH2",3
"1707",5513,"RING1-Polycomb repressive complex","CBX4;BMI1;PHC1;RING1",4
"1708",5518,"BMI1-HPH1-HPH2 complex","BMI1;PHC1;PHC2",3
"1709",5521,"EED-EZH polycomb complex","EED;EZH2",2
"1710",5526,"CALM1-FKBP38-BCL2 complex","BCL2;CALM1; CAL;FKBP8",4
"1711",5529,"TRAF2-cIAP1/BIRC2 complex","TRAF2;BIRC2",2
"1712",5530,"LTBR homodimer complex","LTBR",1
"1713",5531,"Tumor necrosis factor receptor 1 signaling complex","TNFRSF1A;TRAF2;BIRC2;TRADD",4
"1714",5534,"PLCB1-PARD3-PARD6A complex","PARD3;PARD6A;PLCB1",3
"1715",5535,"PLCB3-PARD3-PARD6A complex","PLCB3;PARD3;PARD6A",3
"1716",5540,"TRAF2-TRADD complex","TRAF2;TRADD",2
"1717",5541,"Ternary complex (TRAF2, FADD, TRADD)","TRAF2;FADD;TRADD",3
"1718",5542,"CCNB2-CDC2 complex","CCNB2;CDK1",2
"1719",5543,"CCNB1-CDC2 complex","CDK1;CCNB1",2
"1720",5544,"CDC2-PCNA-CCNB1-GADD45A complex","CDK1;PCNA;CCNB1;GADD45A",4
"1721",5545,"CDC2-PCNA-CCNB1-GADD45B complex","GADD45B;CDK1;PCNA;CCNB1",4
"1722",5546,"CDC2-PCNA-CCNB1-GADD45G complex","GADD45G;CDK1;PCNA;CCNB1",4
"1723",5548,"IL12A-IL12B complex","IL12A;IL12B",2
"1724",5549,"IL12B homodimer complex","IL12B",1
"1725",5550,"CDK1-CCNB1-CCNF complex","CDK1;CCNB1;CCNF",3
"1726",5551,"CDC2-CCNB1-PTCH1 complex","CDK1;CCNB1;PTCH1",3
"1727",5556,"CDK2-CCNA2 complex","CCNA2;CDK2",2
"1728",5557,"CDC2-CCNA2 complex","CDK1;CCNA2",2
"1729",5558,"PAR6-CDC42 complex","CDC42;PARD6B",2
"1730",5559,"CDC2-CCNA2-CDK2 complex","CDK1;CCNA2;CDK2",3
"1731",5560,"CDK2-CCNE1 complex","CCNE1;CDK2",2
"1732",5564,"LMO4-gp130 complex","SOCS3;JAK1;IL6ST;LMO4;PTPN11",5
"1733",5573,"Stat1-alpha-dimer-CBP DNA-protein complex","STAT1;CREBBP",2
"1734",5575,"SHP-NR5A2 complex","NR5A2;NR0B2",2
"1735",5579,"CNTF-CNTFR-gp130-LIFR complex","CNTF;CNTFR;IL6ST;LIFR",4
"1736",5582,"LIFR-LIF-gp130 complex","LIF;IL6ST;LIFR",3
"1737",5589,"LINC complex, S-phase","MYBL2;RBL1;RBBP4;LIN52;LIN9;LIN54;LIN37",7
"1738",5593,"LINC core complex","RBBP4;LIN52;LIN9;LIN54;LIN37",5
"1739",5596,"LINC complex, quiescent cells","RBL2;RBBP4;E2F4;LIN52;LIN9;LIN54;LIN37",7
"1740",5604,"Emerin complex 1","MYH9;EMD;ACTB;MYO1E;SPTAN1;CNN3;LMO7;SIKE1",8
"1741",5606,"Emerin-actin-NMI-(alphaII)spectrin complex","EMD;ACTB;NMI;SPTAN1",4
"1742",5607,"Emerin-actin-NMI complex","EMD;ACTB;NMI",3
"1743",5608,"Emerin architectural complex","LMNA;LMNB1;EMD;ACTB;NMI;SPTAN1",6
"1744",5609,"Emerin regulatory complex","HDAC3;BANF1;RBL1;EMD;ACTB;HIST1H3A;;HIST1H1A;HDAC1;LMO7",9
"1745",5611,"Emerin complex 24","LMNA;RB1;LMNB1;MCM4;MCM2;EMD;HIST1H3A;;HNRNPU;HIST1H1A;C1QBP;RBL2;NMI;MCM6;SAP130;BANF2",15
"1746",5613,"Emerin complex 25","BANF1;ZRANB2;LSM8;SSB;LMNB1;YWHAB;EMD;ACTB;HNRNPK;YWHAE;SNRPD1;G3BP1;CDC37;SAP130;BCCIP;LSM2",16
"1747",5614,"Emerin complex 32","SAP18;HDAC3;LMNB1;RBL1;EMD;ACTB;HIST1H3A;;RBL2;SMARCB1;TRIM28;NMI;HDAC1;SPTAN1;CHD4;SMARCC2;SMARCC1;TBL1Y;TBL1XR1;DPY30;BANF2;MED4;RCOR1",22
"1748",5615,"Emerin complex 52","DDX39A;LSM8;THRA;CKB;HNRNPL;LMNB1;YWHAQ;IQGAP1;EMD;HDGF;ACTB;HNRNPK;YWHAE;SNRPD1;HNRNPU;HIST1H1A;C1QBP;RBL2;ILF3;NMI;PDCD4;API5;LEMD3",23
"1749",5622,"HSP90-CIP1-FKBPL complex","HSP90AA1;CDKN1A;FKBPL",3
"1750",5641,"PSD95-FYN-NR2A complex","FYN;DLG4;GRIN2A",3
"1751",5642,"Securin-separase complex","PTTG1;ESPL1",2
"1752",5643,"ESPL1-CDC2 complex","CDK1;ESPL1",2
"1753",5646,"FARP2-NRP1-PlexinA1 complex","NRP1;FARP2;PLXNA1",3
"1754",5647,"FARP2-NRP1-PlexinA2 complex","NRP1;PLXNA2;FARP2",3
"1755",5648,"FARP2-NRP1-PlexinA3 complex","NRP1;FARP2;PLXNA3",3
"1756",5649,"FARP2-NRP1-PlexinA4 complex","NRP1;FARP2;PLXNA4",3
"1757",5654,"SEMA4A-PlexinD1 complex","SEMA4A;PLXND1",2
"1758",5655,"Ternary complex (LRRC7, CAMK2a, ACTN4)","ACTN4;LRRC7;CAMK2A",3
"1759",5656,"CEBPE-E2F1-RB1 complex","RB1;E2F1;CEBPE",3
"1760",5658,"Nrp1-PlexinD1 complex","NRP1;PLXND1",2
"1761",5659,"SEMA3C-PlexinD1-Nrp1 complex","NRP1;SEMA3C;PLXND1",3
"1762",5660,"PlexinC1-SEMA7A complex","PLXNC1;SEMA7A",2
"1763",5661,"PlexinC1-SEMA7A complex","PLXNB1;SEMA4D",2
"1764",5663,"TRIM27-RB1 complex","RB1;TRIM27",2
"1765",5668,"PlexinA1-NRP1 complex","NRP1;PLXNA1",2
"1766",5669,"PlexinA3-Nrp1 complex","NRP1;PLXNA3",2
"1767",5670,"PlexinB1-Nrp1 complex","NRP1;PLXNB1",2
"1768",5673,"PlexinA1-Nrp2 complex","NRP2;PLXNA1",2
"1769",5683,"hRAD51C-hXRCC3 complex","XRCC2;RAD51",2
"1770",5684,"VCP-VIMP-DERL1 complex","VCP;VIMP;DERL1",3
"1771",5685,"Membrane protein complex (VCP, UFD1L, SEC61B)","VCP;SEC61B;UFD1L",3
"1772",5689,"SEMA6D-PlexinA1-NRP1 complex","NRP1;SEMA6D;PLXNA1",3
"1773",5691,"TALL1 homo-oligomer complex","TNFSF13B",1
"1774",5694,"Nucleolar remodeling complex (NoRC complex)","SMARCA5;BAZ2A",2
"1775",5695,"TIP5-DNMT-HDAC1 complex","DNMT1;HDAC1;DNMT3B;BAZ2A",4
"1776",5709,"ArgBP2a-CBL-PTK2B complex","SORBS2;CBL;PTK2B",3
"1777",5710,"PRMT2 homo-oligomer complex","PRMT2",1
"1778",5712,"FAK-beta5 integrin complex, VEGF induced","ITGB5;PTK2",2
"1779",5713,"SH3P2/OSTF1-CBL-SRC complex","SRC;CBL;OSTF1",3
"1780",5714,"NOS3-CAV1 complex","NOS3;CAV1",2
"1781",5716,"NOS3-HSP90 complex, VEGF induced","HSP90AA1;NOS3",2
"1782",5718,"NOS3-HSP90-AKT complex, VEGF induced","HSP90AA1;NOS3;AKT1",3
"1783",5720,"CIN85-CBL complex","CBL;SH3KBP1",2
"1784",5721,"CIN85-CBL-SH3GL2 complex","CBL;SH3KBP1;SH3GL2",3
"1785",5724,"CIN85-SH3GL3-CBL complex","CBL;SH3KBP1;SH3GL3",3
"1786",5727,"TBP-TAF complex","TBP;TAF1C;TAF1A;TAF1B",4
"1787",5730,"IKBKG homotrimer complex","IKBKG",1
"1788",5731,"NRP1-VEGFC complex, heparin dependent","NRP1;VEGFC",2
"1789",5732,"NRP2-VEGFC complex","NRP2;VEGFC",2
"1790",5733,"NRP2-VEGFD complex, heparin dependent","VEGFD;NRP2",2
"1791",5734,"NRP1-VEGFD complex, heparin dependent","NRP1;VEGFD",2
"1792",5735,"TGF-beta receptor-SMAD3 complex","TGFBR1;TGFBR2;SMAD3",3
"1793",5736,"Pre-initiation complex (PIC)","TBP;POLR2A;ACTB",3
"1794",5740,"NRP2-VEGFR3 complex","NRP2;FLT4",2
"1795",5745,"PlexinA1-NRP1 complex","NRP1;PLXNA1",2
"1796",5746,"PlexinA1-NRP1-SEMA3A complex","NRP1;SEMA3A;PLXNA1",3
"1797",5747,"2AR-mGluR2 complex","ADRA2A;GRIA2",2
"1798",5748,"2AR-mGluR2 complex","ADRA2A;GRIA2",2
"1799",5749,"MRIT complex","CFLAR;BCL2L1;CASP8",3
"1800",5755,"SUMO1-SUA1-UBA2 complex","SUMO1;SAE1;UBA2",3
"1801",5756,"SUA1-UBA2 complex","SAE1;UBA2",2
"1802",5757,"PLXNA1-RANBPM complex","RANBP9;PLXNA1",2
"1803",5758,"PLXNA2-RANBPM complex","PLXNA2;RANBP9",2
"1804",5759,"PLXNA3-RANBPM complex","PLXNA3;RANBP9",2
"1805",5760,"PLXNA4-RANBPM complex","RANBP9;PLXNA4",2
"1806",5762,"CRMP-MICAL-PlexinA1 complex, induced by SEMA3A","CRMP1;MICAL1;PLXNA1",3
"1807",5770,"RUNX1-CBF-beta-DNA complex","RUNX1;CBFB",2
"1808",5772,"ZO1-(beta)cadherin-(VE)cadherin-VEGFR2 complex","CDH5;CTNNB1;KDR;TJP1",4
"1809",5798,"Death induced signaling complex II (FADD, CASP8, CFLAR), cytosolic, CD95L induced","CFLAR;FADD;CASP8",3
"1810",5799,"DISC complex (FAS, FADD, CASP8, CFLAR), membrane-associated, CD95L induced","CFLAR;FAS;FADD;CASP8",4
"1811",5800,"DISC complex (FAS, FADD, CASP8)","FAS;FADD;CASP8",3
"1812",5805,"PGAM5-KEAP1-NRF2 complex","KEAP1;NFE2L2;PGAM5",3
"1813",5808,"DISC complex (CD95, FADD, CASP8)","FADD;CASP8;CD95",3
"1814",5809,"GABA-A receptor (GABRA1, GABRB2, GABRG2)","GABRA1;GABRG2;GABRB2",3
"1815",5811,"p53-BCL2 complex","TP53;BCL2",2
"1816",5812,"p53-BCL2 complex","TP53;BCL2L1",2
"1817",5816,"Apoptosome-procaspase 9 complex","APAF1;CASP9;CYCS",3
"1818",5823,"MCL1-BAK1 complex","MCL1;BAK1",2
"1819",5827,"IKBKG homotetramer complex","IKBKG",1
"1820",5828,"IKBKG-IKBKB  complex","IKBKB;IKBKG",2
"1821",5829,"IKBKG-CHUK complex","CHUK;IKBKG",2
"1822",5830,"DJ-1-SNCA complex, high molecular weight complex","SNCA;PARK7",2
"1823",5832,"PINK1-MIRO2-Milton complex","RHOT2;PINK1;TRAK1",3
"1824",5836,"MIRO2-Milton complex","RHOT2;TRAK1",2
"1825",5837,"PPD complex","PARK2;PARK7;PINK1",3
"1826",5843,"AIF-CYPA-DNA complex","AIFM1;PPIA",2
"1827",5844,"I-kappa-B kinase complex","IKBKB;CHUK;IKBKG",3
"1828",5849,"HSP90-CDC37-LRRK2 complex","HSP90AB1;CDC37;LRRK2",3
"1829",5856,"AK2-FADD-caspase-10 (AFAC10) complex","AK2;FADD;CASP10",3
"1830",5859,"FAS-FADD-CASP8-CASP10 complex","FAS;FADD;CASP8;CASP10",4
"1831",5860,"DISC complex (FAS, FADD, CASP8)","FAS;FADD;CASP8",3
"1832",5861,"FAS-FADD-CASP10 complex","FAS;FADD;CASP10",3
"1833",5862,"CAV1-VDAC1-ESR1 complex","ESR1;VDAC1;CAV1",3
"1834",5870,"APBB1-TSHZ3-HDAC1 complex","APBB1;HDAC1;TSHZ3",3
"1835",5872,"BRAF-MAP2K1-MAP2K2-YWHAE complex","BRAF;MAP2K2;YWHAE;MAP2K1",4
"1836",5873,"RAF1-MAP2K1-YWHAE complex","RAF1;YWHAE;MAP2K1",3
"1837",5876,"PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex","PPP2R1A;PPP2R1B;EIF4A1;PPP2CA;PPME1",5
"1838",5877,"MAP2K1-BRAF-RAF1-YWHAE-KSR1 complex","RAF1;BRAF;YWHAE;MAP2K1;KSR1",5
"1839",5918,"KSR1 homo-oligomer complex","KSR1",1
"1840",5919,"BRAF-RAF1-14-3-3 complex","RAF1;BRAF;YWHAZ",3
"1841",5920,"KSR1-RAF1-MEK complex","RAF1;MAP2K1;KSR1",3
"1842",5921,"KSR1-BRAF-MEK complex","BRAF;MAP2K1;KSR1",3
"1843",5922,"RAF1-RAS complex, EGF induced","HRAS;RAF1",2
"1844",5923,"RAF1-BRAF complex, RAS stimulated","RAF1;BRAF",2
"1845",5924,"RAF1-CNK1 complex, RAS stimulated","RAF1;CNKSR1",2
"1846",5925,"BRAF-CNK1 complex, not RAS stimulated","BRAF;CNKSR1",2
"1847",5926,"CNK1 homodimer complex","CNKSR1",1
"1848",5928,"CNK1-SRC-RAF1 complex","RAF1;SRC;CNKSR1",3
"1849",5975,"Gamma-secretase complex (APH1A, PSENEN, PSEN1, NCSTN, TMP21)","TMED10;PSEN1;NCSTN;APH1A;PSENEN",5
"1850",5980,"LRRK2-CHIP-HSP90 complex","HSP90AB1;LRRK2;STUB1",3
"1851",5991,"LRRK2-FADD-CASP8 complex","FADD;CASP8;LRRK2",3
"1852",6023,"Calcineurin","PPP3R1;PPP3CA",2
"1853",6025,"Ubiquitin-conjugating enzyme E2 (UBC13-UEV1A)","UBE2N;UBE2V1",2
"1854",6036,"PARK2-EPS15-EGFR complex","PARK2;EGFR;EPS15",3
"1855",6037,"CHIP-HSC70-TAU-UBCH5B complex","MAPT;HSPA8;UBE2D2;STUB1",4
"1856",6038,"Dynein complex","DYNC1I1;DYNLL1;DYNC1H1;DYNC1LI1",4
"1857",6039,"Dynein-dynactin complex","DYNC1I1;DYNLL1;DCTN1;DYNC1H1;DYNC1LI1",5
"1858",6041,"DISC1-FEZ1 complex","FEZ1;DISC1",2
"1859",6043,"DISC-FEZ1-F-actin complex","ACTG1;FEZ1;DISC1",3
"1860",6046,"PDE4B-DISC1 complex","PDE4B;DISC1",2
"1861",6052,"BAG3-HSC70-HSPB8-CHIP complex","BAG3;HSPA8;HSPB8;STUB1",4
"1862",6053,"LKB1-STRAD-MO25 complex","STK11;STRADA;CAB39",3
"1863",6056,"APP-TNFRSF21 complex","TNFRSF21;APP",2
"1864",6061,"DISC1-ZNF365 complex","ZNF365;DISC1",2
"1865",6066,"Xanthine oxidase","XDH",1
"1866",6067,"ESR1-SP1 complex","ESR1;SP1",2
"1867",6068,"ESR1-CEBPB complex","ESR1;CEBPB",2
"1868",6069,"ESR1-GRIP1 complex","ESR1;GRIP1",2
"1869",6072,"TRA2B1-SRSF9-SRSF6 complex","TRA2B;SRSF9;SRSF6",3
"1870",6073,"SRSF9-SRSF6 complex","SRSF9;SRSF6",2
"1871",6075,"CST complex","CTC1;TEN1;OBFC1",3
"1872",6076,"c-Abl-cortactin-nmMLCK complex","ABL1;CTTN;MYLK",3
"1873",6078,"HSPA2-ACR-PDIA6 complex","ACE;HSPA2;PDIA6",3
"1874",6079,"BAG6-HSPA2 complex","BAG6;HSPA2",2
"1875",6080,"ACAP1-CHC-Glut4 complex","SLC2A4;CLTC;ACAP1",3
"1876",6083,"CART complex","HGS;ACTN4;TRIM3;MYO5B",4
"1877",6084,"AFF4 super elongation complex (SEC)","ELL2;CCNT1;CCNT2;MLLT3;CDK9;AFF1;ELL;MLLT1;EAF1;ELL3;AFF4",11
"1878",6085,"MCPIP1-MCPIP4 complex","ZC3H12D;ZC3H12A",2
"1879",6087,"ERbeta-AR complex","AR;ESR2",2
"1880",6088,"Seipin-AGPAT2 complex","AGPAT2;BSCL2",2
"1881",6089,"Seipin-AGPAT2-lipin1 complex","AGPAT2;LPIN1;BSCL2",3
"1882",6090,"Seipin-lipin1 complex","LPIN1;BSCL2",2
"1883",6091,"NF-YA-LaminA complex","LMNA;NFYA",2
"1884",6092,"c-Jun-ATF3 complex","JUN;ATF3",2
"1885",6095,"PLEKHA7-PDZD11 complex","PDZD11;PLEKHA7",2
"1886",6096,"alphaB-crystallin-Nav1.5 complex","CRYAB;SCN5A",2
"1887",6097,"MEF2-NR2F2 complex","NR2F2;MEF2A",2
"1888",6099,"ZP3-MFGE8 protein","ZP3;MFGE8",2
"1889",6100,"ZP3-SPACA3 complex","SPACA3;ZP3",2
"1890",6102,"ZP3-IZUMO1 complex","ZP3;IZUMO1",2
"1891",6103,"proMBP-angiotensinogen complex","AGT;PRG2",2
"1892",6104,"PAPP-A-proMBP complex","PRG2;PAPPA",2
"1893",6107,"proMBP-angiotensinogen-c3dg complex","AGT;C3;PRG2",3
"1894",6108,"STIM1-TRPV4 complex","STIM1;TRPV4",2
"1895",6109,"FHF complex","HOOK3;FAM160A2;HOOK2;AKTIP;HOOK1",5
"1896",6111,"protein phosphatase 2A C-subunit-synapsin complex","SYN1;PPP2CA",2
"1897",6112,"DGAT2-MGAT2 complex","MGAT2;DGAT2",2
"1898",6114,"BAG1-HSC70 complex","HSPA8;BAG1",2
"1899",6115,"BAG1-HSP70 complex","HSPA1A;BAG1",2
"1900",6116,"Hook1-Vps16 complex","VPS16;HOOK1",2
"1901",6117,"Hook1-Vps18 complex","VPS18;HOOK1",2
"1902",6118,"Hook1-Vps39 complex","VPS39;HOOK1",2
"1903",6119,"Hook1-Vps41 complex","VPS41;HOOK1",2
"1904",6120,"Hook2-Vps16 complex","HOOK2;VPS16",2
"1905",6121,"Hook2-Vps41 complex","VPS41;HOOK2",2
"1906",6122,"Hook3-Vps16 complex","HOOK3;VPS16",2
"1907",6123,"Hook3-Vps41 complex","VPS41;HOOK3",2
"1908",6124,"FTS-Vps16 complex","VPS16;AKTIP",2
"1909",6125,"FTS-Vps18 complex","AKTIP;VPS18",2
"1910",6126,"FTS-Vps41 complex","VPS41;AKTIP",2
"1911",6127,"DAXX-MDM2-USP7 complex","MDM2;USP7;DAXX",3
"1912",6129,"CBP80/20- dependent translation complex","CTIF;EIF4A3;NCBP2;EIF3B;NCBP1;UPF3B",6
"1913",6131,"SELK multiprotein complex","RPN1;RPN2;CANX;DDOST;STT3A;VCP;VIMP;DERL1;DERL2;SELK",10
"1914",6132,"MINOS complex","IMMT;MINOS1;CHCHD3",3
"1915",6133,"RFX5-RFXANK-RFXAP complex","RFXAP;RFXANK;RFX5",3
"1916",6134,"Rs1 homooctamer complex","RS1",1
"1917",6135,"Ferritin complex","FTL;FTH1",2
"1918",6136,"USP7-MAGEL2-TRIM27 complex","TRIM27;USP7;MAGEL2",3
"1919",6137,"GM-CSF receptor complex","CSF2;CSF2RA;CSF2RB",3
"1920",6140,"Cdt1-Geminin complex","GMNN;CDT1",2
"1921",6141,"Importin alpha-CAS-RanGTP complex","KPNA2;CSE1L;RAN",3
"1922",6142,"KPNA2-KPNB1 complex","KPNA2;KPNB1",2
"1923",6143,"KPNB1-RAN complex","RAN;KPNB1",2
"1924",6144,"CENP-T-W complex","CENPW;CENPT",2
"1925",6145,"CENP-S-X complex","STRA13;APITD1",2
"1926",6146,"CENP-T-W-S-X heterotetramer complex","STRA13;CENPW;APITD1;CENPT",4
"1927",6147,"BAFL-BAF-LAP2beta complex","BANF1;TMPO;BANF2",3
"1928",6148,"BAFL-BAF complex","BANF1;BANF2",2
"1929",6149,"Codanin-1-Asf1\u2013histone H3.1-histone H4\u2013importin-4 complex,  cytosolic","HIST1H4A;;HIST1H3A;;CDAN1;IPO4;ASF1A",5
"1930",6152,"IKBKG-CHUK complex","CHUK;IKBKG",2
"1931",6153,"PRKAA2-PRKAB2-PRKAG3 complex","PRKAB2;PRKAA2;PRKAG3",3
"1932",6154,"PRKAA1-PRKAB2-PRKAG1 complex","PRKAB2;PRKAG1;PRKAA1",3
"1933",6155,"PRKAA2-PRKAB2-PRKAG1 complex","PRKAB2;PRKAG1;PRKAA2",3
"1934",6158,"TRIAL-DR5 complex","TNFRSF10B;TNFSF10",2
"1935",6159,"LPP-PPP2CA-PPP2R3A complex","PPP2CA;LPP;Ppp2r3d",3
"1936",6160,"hTREX84 complex","THOC5;THOC7;THOC6;THOC2;THOC1;THOC3",6
"1937",6163,"BBSome","BBIP1;BBS9;BBS7;BBS5;BBS1;TTC8;BBS4;BBS2",8
"1938",6164,"ACK1 signaling complex","CRK;BCAR1;CDC42;TNK2",4
"1939",6165,"BBSome core complex","BBS9;BBS7;BBS1;BBS2",4
"1940",6166,"BBSome linker complex","BBIP1;TTC8;BBS4",3
"1941",6167,"Exocyst complex","EXOC5;EXOC3;EXOC8;EXOC6;EXOC4;EXOC2;EXOC1;EXOC7",8
"1942",6168,"Exocyst EXOC5-EXOC6 subcomplex","EXOC5;EXOC6",2
"1943",6169,"Exocyst EXOC5-EXOC6-EXOC7 subcomplex","EXOC5;EXOC6;EXOC7",3
"1944",6170,"Angiogenin-PRI complex","ANG;RNH1",2
"1945",6172,"Intraflagellar transport complex B","TTC26;IFT88;IFT20;TTC30B;Cluap1;TRAF3IP1;IFT81;IFT74;IFT27;IFT22;IFT46;IFT57;IFT80;IFT172;IFT52;HSPB11",16
"1946",6173,"Intraflagellar transport complex B core complex","TTC26;IFT88;TTC30B;IFT81;IFT74;IFT27;IFT22;IFT46;IFT52;HSPB11",10
